INFO:2020-11-29 17:10:54,081127.0.0.1 - - [29/Nov/2020 17:10:54] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:11:16,645https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:11:16,657Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:11:16,910https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:11:16,922Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:11:16,970http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:11:16,974127.0.0.1 - - [29/Nov/2020 17:11:16] "[37mGET /index?alarm=2020-11-29T17%3A12&two=UHHHHHH&news=news&weather=weather HTTP/1.1[0m" 200 -
INFO:2020-11-29 17:12:17,845127.0.0.1 - - [29/Nov/2020 17:12:17] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:12:22,095Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:12:22,233https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:12:22,239Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:12:22,338https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:12:22,353Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:12:22,582https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:12:22,673Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:12:22,715http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:12:22,743127.0.0.1 - - [29/Nov/2020 17:12:22] "[37mGET /index?newspaper=BBC&location=Merstham HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:12:52,417Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:12:52,575https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:12:52,587Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:12:53,239https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:12:53,256Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:12:53,540https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:12:53,627Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:12:53,693http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:12:53,696127.0.0.1 - - [29/Nov/2020 17:12:53] "[37mGET /index?alarm=2020-11-29T17%3A13&two=Kill+me+now&news=news&weather=weather HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:13:54,154Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:13:54,273https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:13:54,284Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:13:54,374https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:13:54,379Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:13:54,467http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=Merstham HTTP/1.1" 200 454
DEBUG:2020-11-29 17:13:54,476Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:13:54,755https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:15:25,102Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:15:25,205https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:15:25,217Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:15:25,830https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:15:25,839Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:15:26,096https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:15:26,185Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:15:26,234http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:15:26,236127.0.0.1 - - [29/Nov/2020 17:15:26] "[37mGET /index HTTP/1.1[0m" 200 -
INFO:2020-11-29 17:16:26,975127.0.0.1 - - [29/Nov/2020 17:16:26] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:16:30,720Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:16:30,861https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:16:30,876Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:16:30,983https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:16:31,001Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:16:31,218https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:16:31,230Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:16:31,276http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:16:31,306127.0.0.1 - - [29/Nov/2020 17:16:31] "[37mGET /index?newspaper=BBC&location=Merstham HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:16:52,527Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:16:52,647https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:16:52,665Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:16:52,755https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:16:52,767Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:16:52,976https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:16:52,989Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:16:53,035http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:16:53,039127.0.0.1 - - [29/Nov/2020 17:16:53] "[37mGET /index?alarm=2020-11-29T17%3A17&two=Depression HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:17:53,675Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:17:53,808https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:17:53,822Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:17:54,587https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:17:54,598Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:17:54,650http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=Merstham HTTP/1.1" 200 454
DEBUG:2020-11-29 17:17:54,658Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:17:54,879https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:18:21,697Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:18:21,805https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:18:21,819Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:18:21,925https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:18:21,935Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:18:22,233https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:18:22,311Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:18:22,361http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:18:22,364127.0.0.1 - - [29/Nov/2020 17:18:22] "[37mGET /index HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:19:22,864Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:19:22,978https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:19:22,992Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:19:23,095https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:19:23,101Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:19:23,280https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:19:23,285Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:19:23,347http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:19:23,349127.0.0.1 - - [29/Nov/2020 17:19:23] "[37mGET /index HTTP/1.1[0m" 200 -
INFO:2020-11-29 17:25:39,274127.0.0.1 - - [29/Nov/2020 17:25:39] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:25:43,707Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:25:43,838https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:25:43,850Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:25:44,529https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:25:44,548Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:25:44,863https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:25:44,961Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:25:45,017http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:25:45,047127.0.0.1 - - [29/Nov/2020 17:25:45] "[37mGET /index?newspaper=BBC&location=Merstham HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:26:02,545Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:26:02,686https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:26:02,704Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:26:02,815https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 17:26:02,825Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 17:26:03,013https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:26:03,115Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 17:26:03,173http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 462
INFO:2020-11-29 17:26:03,177127.0.0.1 - - [29/Nov/2020 17:26:03] "[37mGET /index?alarm=2020-11-29T17%3A26&two=Test HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 17:27:03,753Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 17:27:03,874https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 17:27:03,891Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
